Frame Roll Pitch Yaw
398 296 166 257 167
399 296 167 257 167
400 296 167 257 168
401 297 167 257 167
402 296 166 257 167
403 296 166 257 167
404 296 166 257 166
405 296 166 257 167
406 296 166 257 167
407 296 166 257 167
408 296 167 257 168
409 296 167 256 168
410 295 167 256 168
411 295 167 256 168
412 295 167 256 167
413 294 166 255 167
414 293 166 253 167
415 292 166 252 167
416 290 167 250 168
417 288 167 248 169
418 287 167 247 169
419 286 167 246 170
420 285 168 245 170
421 285 167 245 170
422 284 167 244 169
423 283 167 243 170
424 283 167 244 170
425 283 167 243 170
426 282 167 242 169
427 282 167 242 170
428 282 167 242 170
429 282 167 242 170
430 281 167 242 170
431 281 167 242 170
432 281 167 241 170
433 281 167 242 170
434 281 167 242 170
435 281 167 241 170
436 281 167 242 169
437 281 167 242 169
438 281 167 242 169
439 281 167 242 170
440 281 167 242 169
441 282 167 241 169
442 282 167 242 169
443 282 167 242 169
444 281 167 242 169
445 281 167 242 170
446 281 167 241 169
447 281 167 241 169
448 281 167 241 170
449 281 167 242 169
450 281 166 241 170
451 281 167 241 170
452 281 167 241 170
453 281 167 242 170
454 281 167 241 170
455 281 167 241 170
456 281 167 241 169
457 281 167 242 169
458 281 167 241 169
459 281 167 242 170
460 281 167 241 170
461 281 167 242 170
462 281 167 241 169
463 281 167 242 170
464 281 168 241 171
465 281 167 241 170
466 281 168 241 171
467 281 168 241 170
468 281 168 241 171
469 280 168 240 171
470 280 168 240 171
471 279 168 239 171
472 277 167 238 171
473 277 168 237 171
474 276 168 236 171
475 275 168 235 171
476 274 168 235 171
477 273 168 234 172
478 272 168 233 172
479 271 167 232 171
480 270 168 232 172
481 270 168 231 172
482 270 168 231 172
483 269 168 230 173
484 269 169 230 173
485 268 169 230 174
486 268 169 230 173
487 268 169 229 173
488 268 169 230 173
489 268 168 230 173
490 269 169 230 173
491 269 169 230 173
492 269 169 230 173
493 269 168 230 173
494 270 168 231 173
495 270 168 231 173
496 270 168 231 172
497 270 168 231 172
498 270 168 232 173
499 271 168 232 173
500 271 168 232 172
501 271 168 232 173
502 271 168 232 173
503 271 168 232 173
504 271 168 232 173
505 271 168 232 173
506 271 169 232 173
507 272 168 233 173
508 272 168 233 173
509 272 168 233 173
510 272 168 233 173
511 272 168 233 173
512 272 168 233 173
513 272 168 234 173
514 272 168 233 172
515 272 168 233 172
516 272 168 233 173
517 272 168 233 172
518 272 168 233 173
519 272 168 233 173
520 272 168 233 173
521 272 168 233 172
522 272 168 233 172
523 272 168 233 172
524 272 168 233 173
525 272 168 233 172
526 272 168 233 173
527 272 168 233 173
528 272 168 233 173
529 272 168 232 173
530 271 167 233 172
531 272 167 232 172
532 272 168 232 172
533 272 168 232 172
534 271 168 232 173
535 272 168 232 172
536 271 168 232 172
537 271 168 232 172
538 271 167 232 172
539 271 167 232 172
540 271 167 232 172
541 271 168 232 172
542 272 168 232 172
543 271 167 232 173
544 272 168 232 172
545 272 167 232 172
546 271 167 232 172
547 272 167 232 172
548 272 167 233 172
549 272 167 232 172
550 272 167 233 172
551 272 167 233 172
552 272 167 233 171
553 272 167 233 172
554 272 167 232 172
555 272 167 232 172
556 272 167 233 172
557 272 167 233 172
558 272 167 232 172
559 272 167 233 172
560 272 167 232 172
561 271 167 233 172
562 271 167 233 172
563 272 167 233 172
564 272 167 232 172
565 272 167 232 172
566 272 168 232 173
567 271 167 233 172
568 271 167 232 172
569 271 167 232 172
570 271 167 232 172
571 271 168 232 173
572 271 168 232 173
573 271 168 232 173
574 271 168 232 173
575 271 168 232 173
576 271 168 232 173
577 271 168 232 173
578 270 168 232 173
579 271 168 232 173
580 271 168 232 173
581 271 168 232 173
582 271 168 232 173
583 271 168 232 173
584 271 168 232 173
585 271 168 232 173
586 271 168 231 174
587 271 168 232 173
588 271 168 232 173
589 271 168 232 173
590 271 168 232 173
591 271 168 232 173
592 271 169 232 173
593 271 169 232 173
594 271 168 232 173
595 271 168 232 173
596 271 169 232 173
597 271 168 232 173
598 271 168 232 173
599 271 168 232 173
600 271 168 232 173
601 271 168 232 173
602 271 168 232 173
603 271 168 232 173
604 271 168 232 173
605 271 168 232 173
606 271 168 232 173
607 271 168 232 173
608 271 168 232 173
609 271 168 232 173
610 271 168 232 173
611 272 169 233 174
612 273 169 234 173
613 275 169 236 173
614 279 169 239 173
615 284 169 243 173
616 288 170 248 173
617 291 170 251 173
618 293 171 254 173
619 295 172 256 174
620 296 172 257 174
621 297 173 258 174
622 298 173 258 174
623 299 173 259 174
624 299 173 259 174
625 299 173 260 174
626 300 173 260 174
627 300 173 260 174
628 301 173 261 174
629 301 173 261 173
630 301 174 262 174
631 302 174 262 174
632 302 174 262 174
633 301 174 262 174
634 301 174 262 174
635 301 174 261 175
636 301 174 261 175
637 300 174 260 174
638 300 174 260 174
639 300 174 260 174
640 300 174 260 174
641 299 174 259 174
642 299 174 259 174
643 299 174 260 174
644 299 174 260 174
645 299 174 260 174
646 299 174 259 174
647 300 174 260 174
648 299 174 260 174
649 299 174 259 174
650 299 174 260 174
651 299 174 260 174
652 299 174 260 174
653 299 173 259 174
654 299 174 260 174
655 299 174 260 175
656 299 174 259 174
657 299 174 259 175
658 299 174 259 175
659 299 174 259 175
660 299 174 259 175
661 299 174 259 175
662 299 174 259 175
663 298 174 259 175
664 299 174 258 175
665 298 174 258 175
666 298 174 258 175
667 298 174 258 176
668 298 174 258 175
669 298 174 257 175
670 298 174 257 175
671 298 174 258 175
672 298 174 257 175
673 298 174 258 175
674 298 174 258 175
675 297 174 257 175
676 298 174 258 175
677 298 174 258 175
678 298 174 258 175
679 298 174 258 175
680 298 174 257 175
681 298 174 258 175
682 297 174 257 175
683 297 174 257 175
684 297 174 257 174
685 297 173 257 174
686 297 173 257 174
687 297 173 257 174
688 297 173 257 174
689 297 173 256 174
690 297 173 257 174
691 296 173 256 174
692 296 173 256 174
693 296 173 256 174
694 296 173 256 174
695 296 173 256 174
696 296 173 255 174
697 296 173 256 174
698 295 173 256 175
699 295 173 255 174
700 295 173 255 174
701 295 173 255 175
702 295 173 254 174
703 295 173 254 174
704 295 173 254 174
705 294 173 254 174
706 294 173 254 174
707 294 173 254 174
708 293 173 253 174
709 293 173 253 174
710 293 173 253 174
711 292 173 252 174
712 292 173 251 174
713 291 173 250 175
714 290 173 249 175
715 289 173 249 175
716 288 173 248 175
717 287 173 247 175
718 287 173 246 175
719 286 173 246 175
720 286 173 246 175
721 285 173 245 175
722 284 173 244 176
723 283 173 244 176
724 283 173 243 175
725 283 173 243 175
726 282 173 242 176
727 282 173 242 176
728 282 173 242 176
729 282 173 241 175
730 281 173 241 176
731 281 173 241 176
732 281 173 241 176
733 281 173 240 176
734 280 173 240 176
735 280 173 240 175
736 279 173 240 175
737 280 173 240 176
738 279 173 240 175
739 280 173 240 176
740 279 172 240 176
741 280 173 240 175
742 280 173 239 176
743 280 173 240 176
744 280 173 240 176
745 280 173 240 176
746 280 173 240 176
747 280 173 240 176
748 280 173 240 176
749 280 173 240 176
750 280 173 240 176
751 280 173 241 176
752 280 173 240 176
753 280 173 241 175
754 280 173 240 176
755 280 173 240 176
756 280 173 241 176
757 280 173 240 176
758 281 173 240 176
759 280 173 240 176
760 281 173 240 176
761 280 173 240 176
762 281 173 241 176
763 281 173 241 176
764 281 174 241 176
765 281 174 241 176
766 281 174 241 177
767 281 174 241 177
768 282 174 241 177
769 281 174 241 177
770 282 174 242 177
771 281 174 241 177
772 282 174 242 177
773 282 174 242 177
774 282 174 242 177
775 282 174 242 177
776 282 175 242 178
777 283 174 242 177
778 282 174 242 177
779 282 174 242 177
780 283 175 242 178
781 282 174 242 177
782 282 175 243 177
783 283 174 242 177
784 283 174 243 177
785 283 174 243 177
786 283 175 243 177
787 283 174 243 177
788 283 174 243 177
789 283 175 243 177
790 283 174 243 177
791 284 174 243 177
792 284 174 244 177
793 284 174 243 177
794 284 174 244 177
795 284 174 244 177
796 284 174 243 177
797 284 174 244 177
798 284 174 244 177
799 284 174 244 177
800 284 174 244 177
801 284 174 244 176
802 284 174 244 177
803 284 174 244 177
804 284 174 244 177
805 284 174 244 177
806 284 174 244 176
807 284 174 244 177
808 283 174 244 177
809 283 174 243 177
810 282 174 243 177
811 281 174 241 177
812 276 174 238 178
813 272 174 234 178
814 268 174 230 179
815 264 174 227 179
816 262 174 227 180
817 261 174 224 180
818 261 174 225 180
819 260 174 225 180
820 261 174 224 180
821 260 174 223 180
822 259 174 223 180
823 259 174 222 180
824 259 174 222 180
825 259 174 222 180
826 259 174 222 180
827 258 174 222 180
828 258 174 222 180
829 259 173 222 180
830 259 173 223 180
831 259 174 224 180
832 260 174 223 180
833 261 173 223 180
834 261 174 225 179
835 262 173 225 179
836 263 173 226 179
837 264 173 226 179
838 265 173 227 178
839 265 173 227 178
840 265 173 228 178
841 266 173 228 178
842 267 173 228 178
843 267 173 229 178
844 267 173 229 179
845 268 173 229 179
846 267 173 229 178
847 268 173 230 179
848 268 173 230 179
849 268 173 230 179
850 269 173 230 179
851 268 173 230 179
852 268 173 230 178
853 269 173 231 179
854 269 174 231 179
855 269 173 231 179
856 269 174 231 179
857 269 173 231 178
858 270 174 232 179
859 270 174 232 178
860 270 174 232 179
861 271 173 232 179
862 271 174 232 178
863 271 174 233 178
864 271 174 232 179
865 271 174 233 178
866 271 174 233 178
867 271 173 233 178
868 271 173 233 178
869 271 174 233 178
870 272 174 233 178
871 271 174 233 178
872 271 174 233 179
873 271 174 233 178
874 272 174 233 179
875 272 174 233 179
876 272 174 233 178
877 272 174 233 178
878 271 174 234 178
879 271 174 233 178
880 271 174 233 179
881 271 174 233 179
882 272 174 233 179
883 272 173 234 178
884 272 173 234 178
885 272 173 233 178
886 272 174 234 179
887 272 174 233 178
888 271 174 233 178
889 272 174 233 178
890 272 174 233 179
891 272 174 234 178
892 272 174 233 179
893 272 174 233 179
894 272 174 233 179
895 271 174 233 179
896 271 174 233 179
897 271 174 233 179
898 271 173 233 178
899 271 173 233 178
