Frame Roll Pitch Yaw
760 2.42152 -5.34525 4.54311
761 3.69555 -5.66808 4.16584
762 2.47369 -4.91841 4.6557
763 2.94282 -6.08507 4.18935
764 2.26877 -6.3485 4.76752
765 2.65442 -6.44362 5.36874
766 2.28469 -6.51971 4.88758
767 3.09831 -5.52598 4.09927
768 2.29055 -6.57485 6.91765
769 3.08425 -6.71582 4.81379
770 4.02811 -5.54132 4.27744
771 2.21714 -4.90062 6.84925
772 3.31866 -5.59762 2.74907
773 4.53332 -5.84331 5.13148
774 1.65533 -4.86923 7.3657
775 5.61066 -6.03958 6.06712
776 2.11824 -3.72587 8.07504
777 1.95855 -4.04861 8.44738
778 0.352489 -4.31945 9.02866
779 1.90088 -5.92426 7.88618
780 1.47818 -4.10666 9.20583
781 2.20392 -4.08765 9.27675
782 2.04167 -4.52162 8.08542
783 0.375607 -4.63029 9.15856
784 2.18826 -4.04993 8.87035
785 1.34287 -4.04578 9.14278
786 0.696892 -4.15657 8.76898
787 0.866043 -4.317 9.13238
788 0.431083 -4.85234 8.99856
789 0.414713 -4.93141 8.93089
790 0.30512 -4.04725 8.79231
791 0.46975 -4.16805 9.39863
792 2.77276 -4.59059 9.38309
793 1.68164 -4.90873 8.47824
794 0.50514 -4.64155 8.71484
795 0.85798 -4.84187 8.92728
796 0.198662 -4.46413 8.11806
797 0.704816 -4.24096 7.88797
798 1.03051 -4.79939 9.28504
799 0.877421 -3.93376 8.1314
800 0.752933 -4.45953 8.76557
801 0.445684 -4.48004 8.08786
802 2.20508 -4.45001 8.75304
803 0.693429 -4.5905 8.91859
804 0.353486 -4.5445 8.04348
805 1.09949 -4.467 8.07056
806 0.634936 -4.49042 8.97606
807 0.51611 -5.07146 8.99803
808 0.12405 -4.58044 8.70613
809 1.47115 -4.65921 9.00622
810 1.0811 -3.97479 8.48498
811 3.46674 -7.3366 3.07274
812 -1.5705 -8.39749 20.1964
813 -4.75474 -6.29378 25.349
814 -1.32845 -8.5793 19.9826
815 -3.61828 -9.94451 28.7318
816 -4.78386 -8.04714 44.8105
817 -5.71943 -7.87219 32.2664
818 -5.80267 -7.1338 30.6534
819 -5.64626 -9.58544 29.9916
820 -5.4655 -8.21556 30.8748
821 -5.45241 -7.80214 28.4385
822 -5.65115 -7.96701 31.5936
823 -5.92918 -8.05295 28.9211
824 -7.1255 -7.04568 32.8795
825 -7.84304 -8.28882 29.4076
826 -6.64317 -7.89546 28.8357
827 -6.38082 -8.13476 28.3726
828 -5.74814 -7.50909 27.375
829 -5.44695 -7.45397 28.4419
830 -6.37714 -8.35305 30.6762
831 -7.23692 -8.90205 29.208
832 -5.50597 -8.56986 26.5532
833 -4.67283 -9.46293 24.3172
834 -4.79207 -10.5573 28.0107
835 -4.06188 -11.0941 32.1473
836 -4.37095 -11.403 31.3168
837 -3.61694 -10.6569 25.1261
838 -3.92548 -12.2154 21.7097
839 -3.85771 -11.8387 20.8012
840 -3.75802 -12.0921 24.794
841 0.856008 -7.23705 13.896
842 1.55897 -7.44385 13.1518
843 0.720899 -8.8273 13.1333
844 0.18497 -8.36947 13.8741
845 0.228012 -8.23084 16.7619
846 1.01203 -8.64102 13.2494
847 2.85928 -8.12366 16.037
848 0.427812 -8.57499 15.0437
849 1.69692 -8.07061 14.4879
850 0.656392 -7.57655 8.90714
851 -6.15795 -6.26744 32.2002
852 -6.57811 -6.95428 33.4949
853 -7.16056 -6.74729 31.357
854 -6.07374 -6.89972 30.4954
855 -5.98376 -6.91431 32.2406
856 -5.45323 -6.42411 34.0249
857 -6.54519 -6.81281 32.2973
858 -7.04748 -7.54512 32.6323
859 -5.89796 -7.08535 31.2601
860 -6.44068 -6.83194 30.5728
861 -5.84839 -6.91858 31.5859
862 -6.35162 -7.2029 30.3243
863 -6.62147 -7.3047 27.9541
864 -5.97279 -6.33574 27.4929
865 -6.51875 -6.67399 25.7066
866 -4.66276 -7.08242 26.5684
867 -5.01405 -7.39653 27.0454
868 -6.36019 -6.17724 26.4195
869 -4.83137 -7.71819 25.0052
870 -6.02168 -6.04519 24.8554
871 -4.92219 -6.98326 25.5629
872 -5.0718 -6.96921 26.1429
873 -4.19695 -6.99143 23.1482
874 -5.48741 -6.29423 25.3409
875 -5.82438 -6.62018 25.6796
876 -3.77452 -6.18798 24.6882
877 -4.64197 -6.5248 28.6182
878 -5.66611 -6.95924 28.8978
879 -5.93356 -6.56874 25.8786
880 -6.53198 -6.59531 27.4226
881 -5.33909 -5.56874 24.4179
882 -5.75473 -7.2622 25.6099
883 -5.99529 -6.60023 24.1947
884 -5.0764 -7.27017 24.6112
885 -5.46773 -7.68765 26.23
886 -5.46153 -6.89119 24.555
887 -4.64608 -7.01171 24.1832
888 -4.68378 -7.08383 23.8467
889 -3.71916 -6.47184 24.1022
890 -5.59013 -6.54256 28.9144
891 -4.90272 -6.68326 28.7443
892 -3.86745 -6.25292 24.4849
893 -5.04914 -6.70384 25.8162
894 -5.81924 -7.16196 26.1926
895 -3.99333 -7.12499 26.5264
896 -5.68962 -7.85465 26.7926
897 -5.85078 -7.89608 29.4274
898 -5.74706 -7.00479 24.3924
899 -5.54385 -6.70264 24.8375
